,날짜,요일,고객수,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),구글검색,네이버 검색량,영업가게
930,2018-06-13,수,60.0,22.8,16.5,28.7,,52.85714285714285,12.99423,35.0
931,2018-06-14,목,36.0,22.6,19.1,27.9,0.0,52.14285714285714,10.07286,35.0
932,2018-06-15,금,48.0,21.5,17.0,26.4,,51.42857142857143,12.3657,35.0
933,2018-06-16,토,53.0,22.3,15.9,28.3,,50.714285714285715,14.7334,35.0
934,2018-06-17,일,39.0,23.5,17.4,29.9,,50.0,12.84783,35.0
935,2018-06-18,월,68.0,25.7,20.3,32.2,,48.714285714285715,35.11799,35.0
936,2018-06-19,화,44.0,21.3,19.1,24.7,2.3,47.42857142857143,9.88574,35.0
937,2018-06-20,수,13.0,23.4,18.6,29.3,,46.14285714285714,8.9303,35.0
938,2018-06-21,목,26.0,23.7,18.9,30.1,,44.85714285714285,8.76629,35.0
939,2018-06-22,금,43.0,25.0,17.2,32.3,,43.57142857142857,11.02941,35.0
940,2018-06-23,토,65.0,24.5,20.1,30.4,,42.285714285714285,24.4166,35.0
941,2018-06-24,일,29.0,26.2,19.4,33.8,,41.0,12.09712,35.0
942,2018-06-25,월,28.0,26.6,19.3,32.9,,41.42857142857143,8.785,35.0
943,2018-06-26,화,34.0,24.0,21.3,26.9,30.3,41.857142857142854,10.10699,35.0
944,2018-06-27,수,42.0,25.4,22.9,29.9,50.4,42.285714285714285,16.98881,35.0
945,2018-06-29,금,25.0,25.5,19.8,30.8,9.2,43.14285714285715,10.63754,34.0
946,2018-06-30,토,52.0,24.9,22.5,28.6,22.4,43.57142857142857,15.25735,34.0
947,2018-07-01,일,39.0,22.0,20.5,25.4,119.9,44.0,14.07075,34.0
948,2018-07-02,월,31.0,22.8,21.0,24.4,43.9,45.0,10.2743,34.0
949,2018-07-03,화,27.0,25.5,22.4,28.6,0.0,46.0,10.553889999999999,34.0
950,2018-07-05,목,27.0,25.5,23.2,30.7,19.4,48.0,10.62764,34.0
951,2018-07-06,금,46.0,22.2,20.6,24.5,6.8,49.0,14.06194,34.0
952,2018-07-07,토,37.0,23.0,18.9,27.6,,50.0,13.737229999999998,34.0
953,2018-07-08,일,27.0,22.3,17.5,26.0,,51.0,12.57264,34.0
954,2018-07-09,월,25.0,20.5,19.3,21.8,35.5,50.14285714285714,11.9133,34.0
955,2018-07-10,화,30.0,26.2,20.5,31.6,,49.28571428571429,11.18021,34.0
956,2018-07-12,목,21.0,29.0,25.8,32.9,,47.57142857142857,9.35298,34.0
957,2018-07-13,금,29.0,28.8,26.1,32.5,,46.714285714285715,11.66343,34.0
958,2018-07-14,토,25.0,28.7,25.4,32.9,,45.85714285714286,14.105970000000001,34.0
959,2018-07-15,일,39.0,29.4,24.7,34.4,,45.0,13.86271,34.0
960,2018-07-16,월,20.0,29.7,25.7,34.3,,43.57142857142857,9.57863,34.0
961,2018-07-17,화,47.0,29.0,25.4,33.5,,42.142857142857146,16.103820000000002,34.0
962,2018-07-19,목,26.0,29.2,24.8,34.7,,39.285714285714285,9.35848,34.0
963,2018-07-20,금,25.0,29.9,23.7,35.3,,37.857142857142854,13.11421,34.0
964,2018-07-21,토,30.0,30.8,25.6,36.3,,36.42857142857143,12.92268,34.0
965,2018-07-22,일,31.0,30.9,25.6,36.5,,35.0,13.274920000000002,34.0
966,2018-07-23,월,31.0,30.8,26.5,35.3,,36.142857142857146,10.254489999999999,34.0
967,2018-07-24,화,37.0,31.3,26.2,36.3,,37.285714285714285,10.73771,34.0
968,2018-07-26,목,33.0,30.7,26.2,35.5,,39.57142857142857,10.25118,34.0
969,2018-07-27,금,40.0,31.2,26.2,37.3,,40.714285714285715,15.683329999999998,34.0
970,2018-07-28,토,33.0,29.5,26.4,37.3,1.2,41.857142857142854,13.100999999999999,34.0
971,2018-07-29,일,37.0,30.1,25.5,35.4,,43.0,11.4587,34.0
972,2018-07-31,화,26.0,31.4,25.4,37.2,,45.0,10.82357,34.0
973,2018-08-01,수,23.0,32.9,26.3,38.9,,46.0,10.89292,34.0
974,2018-08-02,목,30.0,33.4,27.6,38.6,,47.0,11.03491,34.0
975,2018-08-03,금,33.0,32.8,27.5,37.8,0.0,48.0,12.317269999999999,34.0
976,2018-08-04,토,33.0,31.3,28.0,35.7,,49.0,13.11311,34.0
977,2018-08-05,일,37.0,30.6,26.8,35.0,,50.0,12.26003,34.0
978,2018-08-06,월,1.0,30.8,27.0,35.7,,48.714285714285715,11.846160000000001,34.0
979,2018-08-07,화,41.0,31.5,27.6,36.7,,47.42857142857143,11.369539999999999,34.0
980,2018-08-08,수,28.0,31.2,27.9,36.4,,46.14285714285714,10.412989999999999,34.0
981,2018-08-09,목,26.0,30.4,26.6,35.7,0.0,44.85714285714285,10.67827,34.0
982,2018-08-10,금,41.0,30.9,27.5,36.3,,43.57142857142857,12.08281,34.0
983,2018-08-11,토,41.0,30.0,26.9,34.7,,42.285714285714285,14.091660000000001,34.0
984,2018-08-12,일,43.0,30.1,25.9,35.3,0.1,41.0,13.00854,34.0
985,2018-08-13,월,35.0,31.2,26.2,38.0,0.0,41.42857142857143,11.0228,34.0
986,2018-08-14,화,38.0,32.3,27.4,38.1,0.0,41.857142857142854,11.88688,34.0
987,2018-08-15,수,47.0,32.9,26.8,39.4,,42.285714285714285,13.156039999999999,33.0
988,2018-08-16,목,42.0,30.0,25.8,36.8,,42.714285714285715,12.376710000000001,33.0
989,2018-08-17,금,30.0,27.0,23.2,32.5,,43.14285714285715,10.90722,33.0
990,2018-08-18,토,28.0,26.7,20.4,32.5,,43.57142857142857,11.709660000000001,33.0
991,2018-08-19,일,27.0,28.2,21.4,34.7,,44.0,11.3156,33.0
992,2018-08-20,월,23.0,29.4,24.2,35.3,,45.57142857142857,9.74594,33.0
993,2018-08-21,화,30.0,27.7,25.8,30.7,,47.14285714285714,8.84334,33.0
994,2018-08-22,수,9.0,30.8,23.7,38.7,,48.714285714285715,9.402510000000001,33.0
995,2018-08-23,목,33.0,28.8,26.4,32.0,1.1,50.28571428571429,14.172020000000002,33.0
996,2018-08-24,금,43.0,25.2,23.7,26.7,20.3,51.85714285714285,12.5088,33.0
997,2018-08-25,토,42.0,25.1,23.4,27.8,0.0,53.42857142857143,13.19236,33.0
998,2018-08-26,일,35.0,21.3,20.1,24.4,78.2,55.0,14.80384,33.0
999,2018-08-27,월,34.0,23.6,20.4,25.6,53.0,55.42857142857143,12.20059,33.0
1000,2018-08-28,화,36.0,26.1,23.9,29.3,140.0,55.85714285714285,17.072470000000003,33.0
1001,2018-08-29,수,33.0,27.7,23.9,32.2,,56.28571428571429,16.59585,33.0
1002,2018-08-30,목,29.0,25.9,24.4,28.8,73.3,56.714285714285715,10.38217,33.0
1003,2018-08-31,금,35.0,22.2,19.5,25.7,42.6,57.14285714285714,12.91497,33.0
1004,2018-09-01,토,59.0,24.4,20.6,29.5,,57.57142857142857,35.05415,33.0
1005,2018-09-02,일,38.0,24.0,19.2,29.0,,58.0,11.83405,33.0
1006,2018-09-03,월,33.0,24.4,22.6,29.8,89.8,56.714285714285715,9.644680000000001,33.0
1007,2018-09-04,화,36.0,23.9,21.0,28.2,18.9,55.42857142857143,11.18241,33.0
1008,2018-09-05,수,33.0,23.9,19.2,28.6,,54.14285714285714,10.63534,33.0
1009,2018-09-07,금,47.0,22.0,18.9,25.7,0.9,51.57142857142857,13.51818,33.0
1010,2018-09-08,토,38.0,20.8,14.6,26.7,,50.28571428571429,14.432889999999999,32.0
1011,2018-09-09,일,48.0,21.9,15.8,28.2,,49.0,17.11209,32.0
1012,2018-09-10,월,36.0,22.1,17.6,27.5,,47.714285714285715,10.82907,32.0
1013,2018-09-11,화,45.0,20.7,15.9,24.9,,46.42857142857143,11.97935,32.0
1014,2018-09-12,수,46.0,22.3,15.5,28.0,,45.14285714285714,9.43333,32.0
1015,2018-09-13,목,42.0,21.6,20.3,24.4,0.1,43.85714285714285,9.84171,32.0
1016,2018-09-14,금,44.0,21.9,20.1,23.1,6.4,42.57142857142857,13.38829,32.0
1017,2018-09-15,토,42.0,22.6,21.1,24.2,0.2,41.285714285714285,16.03557,32.0
1018,2018-09-16,일,53.0,22.6,20.8,25.5,,40.0,13.78016,32.0
1019,2018-09-17,월,45.0,22.7,19.3,27.7,,44.14285714285715,9.66889,32.0
1020,2018-09-18,화,28.0,21.8,16.5,28.1,,48.28571428571429,10.82137,32.0
1021,2018-09-19,수,31.0,21.4,17.1,25.3,,52.42857142857143,10.48564,32.0
1022,2018-09-20,목,40.0,21.0,19.1,22.0,0.2,56.57142857142857,10.976569999999999,32.0
1023,2018-09-21,금,41.0,19.7,18.9,20.8,32.9,60.714285714285715,13.98599,32.0
1024,2018-09-22,토,34.0,20.9,16.3,26.1,,64.85714285714286,12.832419999999999,32.0
1025,2018-09-23,일,50.0,18.9,14.9,25.3,,69.0,12.73115,32.0
1026,2018-09-24,월,61.0,16.9,13.0,22.7,,65.42857142857143,16.09281,32.0
1027,2018-09-25,화,50.0,17.4,9.9,24.1,,61.85714285714285,17.54138,32.0
1028,2018-09-26,수,50.0,18.7,15.4,23.5,,58.28571428571429,14.1445,32.0
1029,2018-09-27,목,9.0,18.6,12.6,24.7,,54.714285714285715,9.054680000000001,32.0
1030,2018-09-28,금,47.0,17.6,13.0,21.0,0.0,51.14285714285714,13.138420000000002,32.0
1031,2018-09-29,토,63.0,20.0,13.7,25.8,,47.57142857142857,17.600820000000002,32.0
1032,2018-09-30,일,44.0,18.6,14.6,24.8,,44.0,15.25955,32.0
1033,2018-10-01,월,44.0,15.5,12.0,19.6,1.7,46.14285714285714,10.88301,32.0
1034,2018-10-02,화,52.0,15.8,10.6,22.1,,48.28571428571429,12.66841,32.0
1035,2018-10-03,수,56.0,16.0,10.1,22.9,,50.42857142857143,13.858310000000001,32.0
1036,2018-10-04,목,4.0,19.1,11.8,25.6,,52.57142857142857,9.57423,32.0
1037,2018-10-05,금,67.0,17.8,16.4,19.7,60.0,54.714285714285715,16.56062,32.0
1038,2018-10-06,토,69.0,17.9,17.1,20.5,35.5,56.85714285714286,18.1567,32.0
1039,2018-10-07,일,49.0,17.2,12.3,23.2,,59.0,15.39824,32.0
1040,2018-10-08,월,48.0,13.8,9.0,20.4,,59.85714285714285,13.83849,32.0
1041,2018-10-09,화,56.0,14.8,10.2,19.6,,60.714285714285715,15.31238,32.0
1042,2018-10-10,수,43.0,13.9,8.4,17.6,0.0,61.57142857142857,10.89842,32.0
1043,2018-10-11,목,36.0,10.7,5.8,15.9,,62.42857142857143,10.735510000000001,32.0
1044,2018-10-12,금,56.0,10.8,5.2,17.5,,63.28571428571429,15.26395,32.0
1045,2018-10-13,토,68.0,11.7,4.9,19.6,,64.14285714285714,15.64151,32.0
1046,2018-10-14,일,73.0,13.2,6.9,19.7,,65.0,15.956320000000002,32.0
1047,2018-10-15,월,60.0,14.2,8.1,20.7,,61.42857142857143,17.844089999999998,32.0
1048,2018-10-16,화,59.0,13.0,10.3,17.4,,57.85714285714285,17.7087,32.0
1049,2018-10-17,수,2.0,12.5,7.7,19.6,,54.28571428571429,19.56784,32.0
1050,2018-10-18,목,53.0,11.6,5.5,18.3,1.0,50.714285714285715,18.565070000000002,32.0
1051,2018-10-19,금,71.0,12.2,7.5,18.6,,47.14285714285714,20.2415,32.0
1052,2018-10-20,토,80.0,12.1,5.6,20.7,,43.57142857142857,23.83651,32.0
1053,2018-10-21,일,65.0,12.1,5.4,21.0,,40.0,20.18756,32.0
1054,2018-10-22,월,41.0,13.4,8.1,21.0,,41.57142857142857,14.7378,32.0
1055,2018-10-23,화,69.0,12.7,8.4,19.6,0.4,43.14285714285715,14.571589999999999,31.0
1056,2018-10-25,목,64.0,12.8,6.7,21.5,,46.28571428571429,14.765320000000001,31.0
1057,2018-10-26,금,74.0,11.6,10.2,13.4,21.7,47.85714285714285,19.86725,31.0
1058,2018-10-27,토,67.0,10.3,6.1,14.2,0.2,49.42857142857143,21.85738,31.0
1059,2018-10-28,일,84.0,9.4,6.0,16.3,13.2,51.0,20.22939,31.0
1060,2018-10-29,월,58.0,9.1,6.3,14.0,0.2,51.42857142857143,13.370679999999998,31.0
1061,2018-10-30,화,66.0,6.8,1.5,12.8,,51.85714285714285,14.43069,31.0
1062,2018-10-31,수,39.0,8.1,3.8,14.5,0.0,52.28571428571429,13.707510000000001,31.0
1063,2018-11-01,목,46.0,7.7,1.4,15.9,,52.714285714285715,12.997530000000001,31.0
1064,2018-11-02,금,52.0,9.2,1.8,18.5,,53.14285714285714,17.5612,31.0
1065,2018-11-03,토,57.0,10.0,3.0,19.1,,53.57142857142857,20.32295,31.0
1066,2018-11-04,일,49.0,10.2,3.7,18.8,,54.0,17.5634,31.0
1067,2018-11-06,화,48.0,11.5,5.2,19.4,,50.85714285714285,11.60399,31.0
1068,2018-11-07,수,43.0,12.6,11.0,14.0,1.2,49.28571428571429,15.01188,31.0
1069,2018-11-08,목,40.0,14.0,12.5,16.5,37.1,47.714285714285715,15.162679999999998,31.0
1070,2018-11-09,금,54.0,11.6,7.9,14.9,1.0,46.14285714285714,16.061989999999998,31.0
1071,2018-11-10,토,65.0,11.1,6.3,17.4,,44.57142857142857,18.15009,31.0
1072,2018-11-11,일,60.0,9.5,6.7,11.6,0.0,43.0,18.47481,31.0
1073,2018-11-13,화,51.0,8.3,3.0,15.5,,48.14285714285714,10.887410000000001,31.0
1074,2018-11-14,수,42.0,9.0,3.3,16.8,,50.714285714285715,13.1087,31.0
1075,2018-11-15,목,36.0,9.1,3.3,16.6,,53.28571428571429,14.89631,31.0
1076,2018-11-16,금,53.0,9.7,6.2,14.2,,55.85714285714286,15.652510000000001,31.0
1077,2018-11-17,토,61.0,6.8,2.2,13.0,,58.42857142857143,17.34655,31.0
1078,2018-11-18,일,50.0,5.5,0.8,11.3,,61.0,15.966220000000002,31.0
1079,2018-11-19,월,49.0,8.6,2.8,14.7,,59.0,12.45486,31.0
1080,2018-11-20,화,52.0,6.2,0.5,14.0,,57.0,12.125739999999999,31.0
1081,2018-11-21,수,1.0,4.6,1.8,11.1,0.4,55.0,12.01897,31.0
1082,2018-11-22,목,36.0,3.8,-0.9,9.3,,53.0,11.47521,31.0
1083,2018-11-23,금,52.0,2.4,-2.3,8.2,,51.0,14.776320000000002,31.0
1084,2018-11-24,토,49.0,3.9,0.0,6.7,10.1,49.0,31.651759999999996,31.0
1085,2018-11-25,일,64.0,6.9,3.7,11.4,,47.0,16.21279,31.0
1086,2018-11-26,월,42.0,6.1,1.2,14.4,,49.0,10.62764,31.0
1087,2018-11-27,화,33.0,7.7,0.4,14.2,,51.0,10.66506,31.0
1088,2018-11-28,수,33.0,5.2,1.5,10.7,,53.0,10.15652,31.0
1089,2018-11-29,목,35.0,4.7,-0.7,9.4,,55.0,10.424000000000001,31.0
1090,2018-11-30,금,49.0,5.7,1.4,11.6,,57.0,14.094970000000002,31.0
1091,2018-12-01,토,55.0,5.2,1.0,12.1,,59.0,16.40542,31.0
1092,2018-12-02,일,50.0,8.0,0.6,15.0,,61.0,14.76091,31.0
1093,2018-12-03,월,1.0,12.6,9.3,15.0,10.6,60.714285714285715,12.062999999999999,31.0
1094,2018-12-04,화,45.0,9.5,3.3,14.6,16.8,60.42857142857143,11.377239999999999,31.0
1095,2018-12-05,수,35.0,1.5,-2.7,5.3,,60.14285714285714,10.8687,31.0
1096,2018-12-06,목,38.0,2.7,0.5,5.7,1.3,59.85714285714285,11.15489,31.0
1097,2018-12-07,금,36.0,-3.7,-7.1,2.4,0.0,59.57142857142857,15.25515,31.0
1098,2018-12-08,토,56.0,-6.6,-9.9,-2.3,,59.28571428571429,18.39556,31.0
1099,2018-12-09,일,62.0,-5.8,-11.0,-0.5,,59.0,16.11703,31.0
1100,2018-12-10,월,22.0,-2.8,-8.7,4.1,,59.42857142857143,11.35192,31.0
1101,2018-12-11,화,60.0,-0.8,-2.8,0.4,3.0,59.85714285714285,12.25343,31.0
1102,2018-12-12,수,38.0,-1.2,-4.5,4.0,,60.28571428571429,12.9491,31.0
1103,2018-12-13,목,42.0,-0.8,-5.6,6.1,0.1,60.714285714285715,12.995330000000001,31.0
1104,2018-12-14,금,42.0,-2.7,-6.5,2.6,,61.14285714285714,16.40322,31.0
1105,2018-12-15,토,52.0,-2.5,-8.2,4.3,,61.57142857142857,17.79345,31.0
1106,2018-12-16,일,45.0,0.7,-3.6,6.3,0.0,62.0,16.21169,31.0
1107,2018-12-18,화,37.0,2.9,-2.3,8.9,,65.71428571428571,12.24903,31.0
1108,2018-12-19,수,56.0,6.7,1.6,12.2,1.8,67.57142857142857,11.51593,31.0
1109,2018-12-20,목,37.0,4.2,0.0,10.0,,69.42857142857143,11.86267,31.0
1110,2018-12-21,금,38.0,4.6,-2.6,10.0,,71.28571428571429,14.4472,31.0
1111,2018-12-22,토,51.0,6.6,0.8,13.8,,73.14285714285714,16.6729,31.0
1112,2018-12-23,일,46.0,5.4,-0.7,10.6,0.0,75.0,15.09884,31.0
1113,2018-12-24,월,54.0,-0.9,-4.9,4.2,,71.85714285714286,18.27668,31.0
1114,2018-12-25,화,81.0,-0.3,-5.7,4.7,,68.71428571428571,19.016370000000002,31.0
1115,2018-12-26,수,11.0,1.7,-1.5,5.9,0.0,65.57142857142857,12.218210000000001,31.0
1116,2018-12-27,목,38.0,-5.9,-8.4,-1.5,,62.42857142857143,12.62218,31.0
1117,2018-12-28,금,43.0,-8.6,-11.1,-4.0,0.0,59.28571428571429,16.75105,31.0
1118,2018-12-29,토,58.0,-6.1,-10.7,-0.7,0.0,56.14285714285714,16.345979999999997,31.0
1119,2018-12-30,일,37.0,-5.4,-10.4,0.2,0.0,53.0,15.02289,31.0
1120,2018-12-31,월,69.0,-4.7,-10.7,2.5,,53.714285714285715,21.50955,31.0
1121,2019-01-01,화,57.0,-2.7,-6.1,0.7,0.1,54.42857142857143,16.94258,31.0
1122,2019-01-02,수,16.0,-3.3,-8.4,2.9,,55.14285714285714,12.49889,31.0
1123,2019-01-03,목,30.0,-2.7,-8.5,4.3,,55.85714285714285,12.15766,31.0
1124,2019-01-04,금,40.0,-1.6,-8.1,4.2,,56.57142857142857,14.487929999999999,31.0
1125,2019-01-05,토,46.0,-0.7,-4.8,4.5,,57.28571428571429,16.06309,31.0
1126,2019-01-06,일,33.0,-1.9,-7.1,5.4,,58.0,14.339329999999999,31.0
1127,2019-01-07,월,42.0,-1.2,-6.9,5.6,,57.28571428571429,13.888029999999999,31.0
1128,2019-01-08,화,38.0,-1.5,-5.0,3.9,,56.57142857142857,12.87315,31.0
1129,2019-01-09,수,29.0,-3.4,-8.6,2.3,,55.85714285714285,12.28095,31.0
1130,2019-01-10,목,36.0,-1.1,-3.2,2.0,,55.14285714285714,13.47085,31.0
1131,2019-01-11,금,38.0,2.8,-3.0,8.4,,54.42857142857143,15.250739999999999,31.0
1132,2019-01-12,토,48.0,4.5,1.8,8.8,0.5,53.714285714285715,16.27443,31.0
1133,2019-01-13,일,42.0,1.8,-2.8,8.4,,53.0,15.35201,31.0
1134,2019-01-14,월,36.0,1.7,-1.6,6.1,,53.0,14.703679999999999,31.0
1135,2019-01-15,화,52.0,-0.1,-4.9,5.6,0.3,53.0,13.513779999999999,31.0
1136,2019-01-16,수,38.0,-3.8,-8.5,1.3,,53.0,15.010779999999999,31.0
1137,2019-01-17,목,31.0,0.0,-2.5,4.5,0.0,53.0,12.58695,31.0
1138,2019-01-18,금,45.0,0.8,-4.8,8.0,,53.0,15.075729999999998,31.0
1139,2019-01-19,토,59.0,3.2,-1.9,7.6,,53.0,16.66299,31.0
1140,2019-01-20,일,24.0,1.3,-2.8,4.2,0.0,53.0,15.452179999999998,31.0
1141,2019-01-21,월,33.0,0.2,-6.2,6.8,,53.85714285714285,13.34646,31.0
1142,2019-01-22,화,42.0,3.3,-1.6,8.7,,54.714285714285715,15.015189999999999,31.0
1143,2019-01-23,수,30.0,2.8,-1.5,9.5,,55.57142857142857,11.736080000000001,31.0
1144,2019-01-24,목,34.0,0.9,-5.6,8.7,,56.42857142857143,11.97494,31.0
1145,2019-01-25,금,47.0,-0.9,-4.5,5.3,,57.28571428571429,18.98996,31.0
1146,2019-01-26,토,47.0,-2.3,-6.4,4.0,,58.14285714285714,15.309079999999998,31.0
1147,2019-01-27,일,1.0,-0.4,-8.3,7.3,,59.0,14.22375,31.0
1148,2019-01-28,월,2.0,2.3,-2.3,6.6,0.8,61.85714285714285,11.72507,31.0
1149,2019-01-29,화,1.0,0.1,-6.9,8.3,,64.71428571428571,11.179110000000001,31.0
1150,2019-01-30,수,24.0,2.7,-4.0,9.1,,67.57142857142857,10.98207,31.0
1151,2019-01-31,목,32.0,0.6,-4.7,3.6,0.0,70.42857142857143,12.840119999999999,31.0
1152,2019-02-01,금,41.0,-1.2,-6.7,3.9,,73.28571428571429,15.1858,31.0
1153,2019-02-02,토,39.0,1.7,-4.9,8.8,0.0,76.14285714285714,13.77355,31.0
1154,2019-02-03,일,54.0,5.0,3.2,8.7,27.1,79.0,14.709179999999998,31.0
1155,2019-02-04,월,44.0,1.3,-2.2,6.5,,75.71428571428571,13.75044,31.0
1156,2019-02-05,화,78.0,3.2,-4.3,12.0,,72.42857142857143,17.23648,31.0
1157,2019-02-06,수,48.0,6.1,-1.2,13.5,,69.14285714285714,18.355929999999997,31.0
1158,2019-02-07,목,38.0,1.8,-5.1,7.6,0.0,65.85714285714286,14.058639999999999,31.0
1159,2019-02-08,금,38.0,-3.3,-7.5,2.1,,62.57142857142857,15.95302,31.0
1160,2019-02-09,토,43.0,-2.7,-5.3,1.7,,59.28571428571429,17.319029999999998,31.0
1161,2019-02-10,일,35.0,-2.4,-7.0,2.2,,56.0,16.9668,31.0
1162,2019-02-11,월,47.0,-1.7,-6.1,4.1,,56.28571428571429,13.3938,31.0
1163,2019-02-12,화,41.0,-0.3,-6.2,5.4,,56.57142857142857,13.05477,31.0
1164,2019-02-13,수,43.0,-0.3,-3.9,4.9,,56.85714285714285,15.895779999999998,31.0
1165,2019-02-14,목,42.0,1.5,-3.3,8.1,,57.14285714285714,16.89855,31.0
1166,2019-02-15,금,56.0,1.7,-0.6,4.7,0.0,57.42857142857143,22.9251,31.0
1167,2019-02-16,토,63.0,-0.7,-3.5,2.8,0.1,57.714285714285715,21.70768,31.0
1168,2019-02-17,일,38.0,-0.7,-6.5,6.8,,58.0,19.12205,31.0
1169,2019-02-18,월,56.0,1.9,-4.5,6.8,0.1,59.14285714285714,18.55516,31.0
1170,2019-02-19,화,44.0,2.2,-0.1,4.1,18.8,60.28571428571429,20.722520000000003,31.0
1171,2019-02-20,수,50.0,1.9,-0.7,6.1,0.0,61.42857142857143,18.52544,31.0
1172,2019-02-21,목,39.0,2.1,-3.3,8.5,,62.57142857142857,18.0081,31.0
1173,2019-02-22,금,68.0,3.6,-1.5,9.9,,63.714285714285715,23.17717,31.0
1174,2019-02-23,토,62.0,5.5,-1.9,14.2,,64.85714285714286,23.336779999999997,31.0
1175,2019-02-24,일,47.0,6.7,-0.8,15.1,,66.0,22.04231,31.0
1176,2019-02-25,월,64.0,5.7,0.9,12.9,,66.0,19.61518,31.0
1177,2019-02-26,화,67.0,5.3,-2.4,12.7,,66.0,20.36918,31.0
1178,2019-02-27,수,32.0,6.6,4.2,9.8,0.2,66.0,19.8012,31.0
1179,2019-02-28,목,51.0,6.7,0.7,13.4,,66.0,22.56406,31.0
1180,2019-03-01,금,48.0,6.1,0.0,13.7,,66.0,21.705479999999998,31.0
1181,2019-03-02,토,39.0,7.4,-0.9,16.0,,66.0,21.100070000000002,31.0
1182,2019-03-03,일,29.0,9.0,1.4,15.5,,66.0,18.40546,31.0
1183,2019-03-04,월,32.0,10.0,5.5,16.4,,65.42857142857143,13.73613,31.0
1184,2019-03-05,화,31.0,8.7,2.8,14.0,,64.85714285714286,12.90066,31.0
1185,2019-03-06,수,25.0,9.7,5.8,15.4,,64.28571428571429,12.30296,31.0
1186,2019-03-07,목,26.0,7.1,3.0,13.2,,63.714285714285715,13.058069999999999,31.0
1187,2019-03-08,금,41.0,7.0,-0.6,15.5,,63.14285714285714,16.98331,31.0
1188,2019-03-09,토,50.0,8.2,-1.4,17.3,,62.57142857142857,20.62455,31.0
1189,2019-03-10,일,33.0,7.9,3.7,11.3,0.1,62.0,20.347170000000002,31.0
1190,2019-03-11,월,21.0,5.7,0.6,9.8,0.8,60.42857142857143,12.54072,31.0
1191,2019-03-12,화,34.0,4.5,-0.3,11.1,0.5,58.85714285714285,12.27324,31.0
1192,2019-03-13,수,40.0,3.7,-1.8,9.2,,57.28571428571429,11.767999999999999,31.0
1193,2019-03-14,목,18.0,5.9,-2.6,12.2,,55.714285714285715,11.65793,31.0
1194,2019-03-15,금,33.0,6.9,2.0,12.0,1.1,54.14285714285714,17.83088,31.0
1195,2019-03-16,토,3.0,6.0,2.1,11.1,,52.57142857142857,19.548029999999997,31.0
1196,2019-03-17,일,13.0,7.3,2.6,14.1,,51.0,16.76096,31.0
1197,2019-03-18,월,37.0,7.1,-0.6,14.5,,50.42857142857143,13.203370000000001,31.0
1198,2019-03-19,화,37.0,10.6,1.5,19.6,,49.85714285714285,11.9188,31.0
1199,2019-03-20,수,31.0,10.9,6.3,16.4,17.7,49.28571428571429,13.3993,31.0
1200,2019-03-21,목,23.0,8.5,2.7,13.7,2.6,48.714285714285715,11.525839999999999,31.0
1201,2019-03-22,금,35.0,4.4,0.3,10.6,,48.14285714285714,17.21226,31.0
1202,2019-03-23,토,33.0,3.2,-1.2,9.7,6.2,47.57142857142857,20.02795,31.0
1203,2019-03-24,일,40.0,4.5,-1.9,11.2,,47.0,17.172639999999998,31.0
1204,2019-03-25,월,27.0,7.2,0.2,14.4,,49.14285714285714,11.6073,31.0
1205,2019-03-26,화,50.0,11.9,4.3,19.5,,51.28571428571429,13.88693,31.0
1206,2019-03-27,수,20.0,14.3,10.4,21.0,,53.42857142857143,11.49722,31.0
1207,2019-03-28,목,27.0,12.0,7.3,18.1,,55.57142857142857,12.343689999999999,31.0
1208,2019-03-29,금,41.0,11.6,6.2,18.4,,57.714285714285715,16.54521,31.0
1209,2019-03-30,토,47.0,6.1,4.2,10.3,4.7,59.85714285714286,21.403879999999997,31.0
1210,2019-03-31,일,39.0,5.5,2.8,9.7,0.0,62.0,18.71257,31.0
1211,2019-04-01,월,39.0,6.1,0.5,11.3,0.0,63.0,14.1478,31.0
1212,2019-04-02,화,43.0,6.6,-1.1,14.4,,64.0,13.30574,31.0
1213,2019-04-03,수,25.0,7.6,-0.2,14.9,,65.0,12.6552,31.0
1214,2019-04-04,목,33.0,9.2,1.1,17.3,,66.0,13.7009,31.0
1215,2019-04-05,금,31.0,11.6,7.7,18.6,,67.0,17.311329999999998,31.0
1216,2019-04-06,토,39.0,12.5,2.8,20.6,,68.0,24.1161,31.0
1217,2019-04-07,일,39.0,14.2,9.3,20.7,0.8,69.0,23.29385,31.0
1218,2019-04-08,월,35.0,12.6,4.9,19.4,,66.85714285714286,15.218820000000001,31.0
1219,2019-04-09,화,51.0,10.4,5.0,16.5,31.3,64.71428571428571,19.37852,31.0
1220,2019-04-10,수,18.0,7.9,4.9,10.6,4.9,62.57142857142857,17.20125,31.0
1221,2019-04-11,목,33.0,10.3,4.3,15.8,,60.42857142857143,16.21719,32.0
1222,2019-04-12,금,46.0,12.1,5.1,19.0,,58.28571428571429,18.877679999999998,32.0
1223,2019-04-13,토,43.0,12.2,4.7,19.9,,56.14285714285714,23.85963,32.0
1224,2019-04-14,일,47.0,10.5,6.9,15.4,0.5,54.0,22.56296,32.0
1225,2019-04-15,월,36.0,11.6,2.9,20.5,,56.0,13.65027,32.0
1226,2019-04-16,화,51.0,14.6,4.0,23.8,,58.0,12.938089999999999,32.0
